Cashier,Caixa
Client CPU Lag,Atraso de CPU do Cliente
Client Memory Usage,Uso de Memória do Cliente
Closed,Fechado
Closing,Fechamento
Connected to Server,Conectado ao Servidor
Connections,Conexões
Cost Center is required,Centro de Custo é necessário
Create Only Sales Order,Criar Apenas Pedidos de Venda
Credit Change,Troco de Crédito
Current Event Loop Lag,Atraso Atual do Loop de Eventos
Customer ID,ID do Cliente
Decrease,Diminuir
Default Loyalty Program,Programa de Fidelidade Padrão
Delivery Date,Data de Entrega
Details,Detalhes
Detecting formats,Detectando formatos
Device Memory,Memória do Dispositivo
Disable,Desativar
Discount Type,Tipo de Desconto
Email Id,ID de E-mail
Error accessing camera,Erro ao acessar a câmera
Error adding offer to items,Erro ao adicionar oferta aos itens
Error deleting offer from items,Erro ao excluir oferta dos itens
Error loading currencies,Erro ao carregar moedas
Error removing price offer,Erro ao remover oferta de preço
Error submitting invoice,Erro ao enviar fatura
Error submitting invoice No response from server,Erro ao enviar fatura Sem resposta do servidor
Error submitting invoice:,Erro ao enviar fatura:
Error toggling item details,Erro ao alternar detalhes do item
Failed to load items. Please try again.,Falha ao carregar itens. Por favor tente novamente.
Fixing payment amounts for return invoice,Corrigindo valores de pagamento para fatura de devolução
For POS Closing Shift Payment Reconciliation,Para Reconciliação de Pagamentos ao Fechar Turno POS
Gender,Gênero
Give Item Row ID,ID da Linha do Item a Dar
Give Product,Produto a Dar
Given Quantity,Quantidade Dada
Go Online/Offline,Conectar/Desconectar
Hide Close Shift,Ocultar Fechamento de Turno
Hide Unavailable Items,Ocultar Itens Indisponíveis
Hide Variants Items,Ocultar Variantes de Itens
Increase,Aumentar
Invalid closing amount,Valor de fechamento inválido
Is Offer,É Oferta
Is Offer Replace For item Row ID,É Oferta Substituição para ID da Linha do Item
It is best not to use more than four numbers,É melhor não usar mais de quatro números
Item Price,Preço do Item
Item Rate Should Less Then,A Taxa do Item Deve Ser Menor Que
Item price updated,Preço do item atualizado
LOAD SALE,CARREGAR VENTA
Light/Dark Mode,Modo Claro/Escuro
Linked Invoices,Faturas Vinculadas
List Rate,Lista de Taxas
Loading,Carregando
Loading cache,Carregando cache
Loading database stats,Carregando estatísticas do banco de dados
Loading server CPU/memory usage,Carregando uso de CPU/memória do servidor
Loyalty Point,Ponto de Fidelidade
Loyalty Point Scheme,Programa de Pontos de Fidelidade
MB,MB
Manage your offline transactions,Gerenciar transações offline
Max Amount,Valor Máximo
Max Discount Percentage Allowed,Porcentagem Máxima de Desconto Permitida
Max Quantity,Quantidade Máxima
Min Amount,Valor Mínimo
Min Quantity,Quantidade Mínima
Modes of Payment,Modos de Pagamento
Multiple Items Found,Múltiplos Itens Encontrados
New Price List Rate,Nova Taxa de Lista de Preços
No Item has this barcode,Nenhum item tem este código de barras
No camera found on this device.,Nenhuma câmera encontrada neste dispositivo.
Offer Name,Nome da Oferta
Open,Aberto
Opening Balance Details,Detalhes de Saldo de Abertura
POS Awesome Advance Settings,Configurações Avançadas do POS Awesome
POS Awesome Settings,Configurações do POS Awesome
POS Closing Shift,Fechamento de Turno POS
POS Closing Shift Detail,Detalhe de Fechamento de Turno POS
POS Closing Shift Taxes,Impostos de Fechamento de Turno POS
POS Closing Shift {} against {} between selected period,Fechamento de Turno POS {} contra {} entre o período selecionado
POS Offer,Oferta POS
POS Offer Detail,Detalhe de Oferta POS
POS Offers Detail,Detalhe de Ofertas POS
POS Opening Shift,Abertura de Turno POS
POS Opening Shift Detail,Detalhe de Abertura de Turno POS
POS Profile {} does not belongs to company {},O Perfil POS {} não pertence à empresa {}
POS Shift,Turno POS
POS Transactions,Transações POS
Paid Change,Troco Pago
Payment Request took too long to respond. Please try requesting for payment again,A solicitação de pagamento demorou muito para responder. Por favor tente novamente.
Payment name not found. Cannot open print view.,Nome de pagamento não encontrado. Não é possível abrir visualização de impressão.
Payment request failed,Solicitação de pagamento falhou
Payment submitted but print function could not be executed. Payment name not found.,Pagamento enviado mas função de impressão não pôde ser executada. Nome de pagamento não encontrado.
Peak,Pico
Peak Memory,Pico de Memória
Peak Server,Pico de Servidor
Period End Date,Data de Fim do Período
Period Start Date,Data de Início do Período
Please configure a POS Profile first,Por favor configure um Perfil POS primeiro
Please request phone payment or use another payment method,Por favor solicite pagamento por telefone ou use outro método de pagamento
Please set the customer's mobile number,Por favor defina o número de celular do cliente
Price,Preço
Price Discount Scheme,Esquema de Desconto de Preço
Printed,Impresso
Product Discount Scheme,Esquema de Desconto de Produto
Promo Type,Tipo de Promoção
Qualifying Transaction / Item,Transação / Item Qualificador
Quantity and Amount Conditions,Condições de Quantidade e Valor
Quick Actions,Ações Rápidas
Referral Code,Código de Referência
Replace Cheapest Item,Substituir Item Mais Barato
Replace Same Item,Substituir Mesmo Item
Rounded Total,Total Arredondado
Row ID,ID da Linha
STOCK UOM,UdM de Estoque
Sales Invoice,Fatura de Venda
Sales Invoice Reference,Referência da Fatura de Venda
Sales Manager,Gerente de Vendas
Sales Master Manager,Gerente Maestro de Vendas
Sales User,Usuário de Vendas
Scale Barcode Start With,Código de Barras de Balança Começa Com
Search by Serial Number,Buscar por Número Serial
Secure context (HTTPS) required for camera access.,É necessário contexto seguro (HTTPS) para acesso à câmera.
Send invoice to submit after printing,Enviar fatura para enviar após imprimir
Server CPU Usage,Uso de CPU do Servidor
Server Memory Usage,Uso de Memória do Servidor
Server Uptime,Tempo de Atividade do Servidor
Set Posting Date,Definir Data de Publicação
Show Template Items,Mostrar Itens de Modelo
Size,Tamanho
Slow Queries,Consultas Lentas
Successfully scanned,Escaneado com sucesso
Switched to,Trocado para
Switched to:,Trocado para:
Sync All,Sincronizar Tudo
Synced,Sincronizado
System Manager,Gerente do Sistema
Tables,Tabelas
Taking longer than expected...,Levando mais tempo que o esperado...
Tax ID,ID de Imposto
Title,Título
To Sync,Para Sincronizar
Total Mpesa,Total Mpesa
Total Outstanding,Total Pendente
Total Payments,Total de Pagamentos
Total Selected,Total Selecionado
Total Unallocated,Total Não Alocado
Track recent sales,Rastrear vendas recentes
Transaction,Transação
Update,Atualizar
Use Browser Local Storage,Usar Armazenamento Local do Navegador
Use Cashback,Usar Troco
Used,Usado
User {} has been disabled. Please select valid user/cashier,O usuário {} foi desabilitado. Por favor selecione usuário/caixa válido
Valid From,Válido De
Valid Upto,Válido Até
Waiting for payment,Esperando pagamento
Warning High cache usage may affect performance.,Aviso: Alto uso de cache pode afetar o desempenho.
Warning High lag may indicate heavy processing or browser slowness.,Aviso: Alto atraso pode indicar processamento pesado ou lentidão do navegador.
his item,este item
ms,ms
Additional Discount,Desconto Adicional
Customer Name,Nome do Cliente
Difference,Diferença
Discount Percentage,Percentagem de Desconto
Expected Amount,Valor Esperado
Fetch Items Directly from Server,Obter Itens Diretamente do Servidor
Give Item,Dar Item
Items Discounts,Descontos de Itens
Items Group,Grupo de Itens
Loyalty Point Offer Applied,Oferta de Ponto de Fidelidade Aplicada
Loyalty Points,Pontos de Fidelidade
Max Discount Percentage Allowed ,Percentagem Máxima de Desconto Permitida
POS Offers,Ofertas POS
Price Discount Scheme ,Esquema de Desconto de Preço
Sorry,Desculpe
Tip Clear cache regularly to free up space and keep the app fast.,Dica: Limpe o cache regularmente para liberar espaço e manter o aplicativo rápido.
Tip Close unused tabs or apps to reduce lag.,Dica: Feche abas ou aplicativos não utilizados para reduzir o atraso.
Tip Monitor slow queries and table size for optimal performance.,Dica: Monitore consultas lentas e tamanho de tabelas para um desempenho ideal.
Total Qty,Qtd Total
Total Selected ,Total Selecionado
Search Items,Buscar Itens
Tax and Charges,Impostos e Taxas
